"id","name","shape","carat","color","clarity","cut","lab","certificate_number","original_price","size","growth_type","depth ","table ","video_url"," certificate_link","image_link"
"175","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.03","D","VS1","","IGI","632455785","275.78","7.24 * 7.01 * 4.04","CVD","57.6","60","https://workshop.360view.link/360viewer/360view.html?d=1005243-632455785","https://www.igi.org/reports/verify-your-report?r=632455785",""
"176","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.02","D","VVS2","","IGI","632455789","302.02","6.26 * 7.42 * 4.38","CVD","59","64","https://workshop.360view.link/360viewer/360view.html?d=1005244-632455789","https://www.igi.org/reports/verify-your-report?r=632455789",""
"177","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1","D","VVS2","","IGI","632455786","296.1","6.61 * 6.93 * 4.24","CVD","61.2","57","https://workshop.360view.link/360viewer/360view.html?d=1005243-632455786","https://www.igi.org/reports/verify-your-report?r=632455786",""
"178","OLD EUROPEAN ROUND Shape Antique Cut Diamond","OLD EUROPEAN ROUND","2.05","D","VVS1","","NON-CERT","NON-CERT","1368.99","7.98*7.93*5.14","MIX","0","0","https://ssdweb.co/ssdweb/hd/Vision360.html?d=821130246&zoomslide=1&z=1821130246&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"179","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.74","D","VVS2","","GIA","5486617025","1665.92","10.04X6.79X4.38","CVD","64.5","65","https://www.filesonsky.com/v360/Vision360.HTML?d=651674","https://www.gia.edu/report-check?reportno=5486617025","https://www.filesonsky.com/v360/imaged/651674/651674_2.jpg"
"180","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.73","D","VVS2","","GIA","7482617069","1659.84","10.18X6.68X4.40","CVD","65.9","63","https://www.filesonsky.com/v360/Vision360.HTML?d=651675","https://www.gia.edu/report-check?reportno=7482617069","https://www.filesonsky.com/v360/imaged/651675/651675_2.jpg"
"181","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","2.73","D","VVS2","","GIA","6481617062","1659.84","10.28X6.69X4.39","CVD","65.6","63","https://www.filesonsky.com/v360/Vision360.HTML?d=651678","https://www.gia.edu/report-check?reportno=6481617062","https://www.filesonsky.com/v360/imaged/651678/651678_2.jpg"
"182","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","F","VVS2","EXCELLENT","NON-CERT","NON-CERT","219.37","5.89*6.71*3.36","HPHT","57.1","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926810622&zoomslide=1&z=1926810622&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"183","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.11","D","VVS2","","IGI","623446093","284.99","6.15*7.16*3.50","HPHT","56.9","60","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621948&zoomslide=1&z=1925621948&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623446093",""
"184","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VVS2","","IGI","623446173","282.43","6.82*5.90*3.68","HPHT","56.6","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721529&zoomslide=1&z=1925721529&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623446173",""
"185","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.08","D","VVS2","","IGI","623493264","277.29","6.92*5.99*3.56","HPHT","54","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621952&zoomslide=1&z=1925621952&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623493264",""
"186","FLOWER Shape Antique Cut Diamond","FLOWER","2.03","G","VS1","","NON-CERT","NON-CERT","959.58","7.21-7.2*5.03","CVD","69.8","61","https://videop.co.in/vision360.html?d=21252","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/21252/21252.jpg"
"187","FLOWER Shape Antique Cut Diamond","FLOWER","2.02","G","VS1","","NON-CERT","NON-CERT","954.85","7.19-7.17*5.07","CVD","70.7","60.9","https://videop.co.in/vision360.html?d=22055","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/22055/22055.jpg"
"188","FLOWER Shape Antique Cut Diamond","FLOWER","2.01","G","VS1","","NON-CERT","NON-CERT","950.13","7.2-7.18*5.03","CVD","70.1","60.7","https://videop.co.in/vision360.html?d=22438","https://www.igi.org/reports/verify-your-report?r=NON-CERT","https://videop.co.in/imaged/22438/22438.jpg"
"189","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.07","E","VVS2","","IGI","598378266","1319.94","12.11-8.14*4.54","CVD","55.8","61","https://mglgd.com/Media/viewer3/Vision360.html?d=L4826","https://www.igi.org/reports/verify-your-report?r=598378266",""
"190","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VVS2","","IGI","631404571","285.03","6.10*7.06*3.47","HPHT","56.9","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926020774&zoomslide=1&z=1926020774&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631404571",""
"191","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.07","D","VVS2","","IGI","632421479","277.26","6.01*6.92*3.46","HPHT","57.6","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926101228&zoomslide=1&z=1926101228&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632421479",""
"192","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","D","VVS2","","IGI","638463334","269.48","5.80*6.62*3.64","HPHT","62.8","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926291191&zoomslide=1&z=1926291191&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=638463334",""
"193","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.03","D","VVS2","","IGI","632421521","266.89","5.71*6.64*3.57","HPHT","62.5","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110471&zoomslide=1&z=1926110471&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632421521",""
"194","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.03","D","VVS2","","IGI","638463372","266.89","5.81*6.76*3.56","HPHT","61.3","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926250445&zoomslide=1&z=1926250445&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=638463372",""
"195","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","D","VVS2","","IGI","639406118","261.71","5.75*6.73*3.43","HPHT","59.7","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926270842&zoomslide=1&z=1926270842&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=639406118",""
"196","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","D","VVS2","","IGI","638463216","261.71","5.76*6.57*3.53","HPHT","61.3","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926270802&zoomslide=1&z=1926270802&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=638463216",""
"197","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","D","VVS2","","IGI","635423962","261.71","5.79*6.66*3.64","HPHT","62.9","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210785&zoomslide=1&z=1926210785&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635423962",""
"198","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.4","D","VVS1","","IGI","593310982","394.91","6.21 * 8.01 * 3.99","HPHT","64.3","59","https://v3603660.v360.in/vision360.html?d=593310982","https://www.igi.org/reports/verify-your-report?r=593310982","https://v360.in/V360Images.aspx?cid=&d=593310982"
"199","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.05","D","VVS1","","IGI","593310981","296.18","5.38 * 7.57 * 3.47","HPHT","64.5","65","https://v3603660.v360.in/vision360.html?d=593310981","https://www.igi.org/reports/verify-your-report?r=593310981","https://v360.in/V360Images.aspx?cid=&d=593310981"
"200","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","2.06","D","VS1","","IGI","633482765","1291.62","8.82 * 8.94 * 5.12","CVD","57.3","62","https://workshop.360view.link/360viewer/360view.html?d=1005241-633482765","https://www.igi.org/reports/verify-your-report?r=633482765",""
"201","ROUND POLYGON Shape Antique Cut Diamond","ROUND POLYGON","1.6","G","VVS2","","IGI","651405800","528","7.20 - 7.19 * 4.69","CVD","65.1","61","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38279583.html","https://www.igi.org/reports/verify-your-report?r=651405800","https://diamview360.s3.ap-south-1.amazonaws.com/polish/38279583.jpg"
"202","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.71","G","VVS2","","GIA","5436890363","564.3","8.70X5.77X3.79","CVD","65.8","66","https://www.filesonsky.com/v360/Vision360.HTML?d=606872","https://www.gia.edu/report-check?reportno=5436890363","https://www.filesonsky.com/v360/imaged/606872/606872_2.jpg"
"203","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.7","G","VVS2","","GIA","2437715970","561","8.55X5.82X3.83","CVD","65.9","63","https://www.filesonsky.com/v360/Vision360.HTML?d=605295","https://www.gia.edu/report-check?reportno=2437715970","https://www.filesonsky.com/v360/imaged/605295/605295_2.jpg"
"204","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.81","H","VVS2","","GIA","2437430839","501.73","8.60X5.94X4.04","CVD","67.9","65","https://www.filesonsky.com/v360/Vision360.HTML?d=601531","https://www.gia.edu/report-check?reportno=2437430839","https://www.filesonsky.com/v360/imaged/601531/601531_2.jpg"
"205","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.53","H","VVS2","","GIA","6432432115","424.12","8.23X5.52X3.75","CVD","67.9","61","https://www.filesonsky.com/v360/Vision360.HTML?d=602579","https://www.gia.edu/report-check?reportno=6432432115","https://www.filesonsky.com/v360/imaged/602579/602579_2.jpg"
"206","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.51","G","VS1","","GIA","6435432071","463.42","8.58X5.58X3.54","CVD","63.5","64","https://www.filesonsky.com/v360/Vision360.HTML?d=603094","https://www.gia.edu/report-check?reportno=6435432071","https://www.filesonsky.com/v360/imaged/603094/603094_2.jpg"
"207","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.51","G","VS1","","GIA","3435501148","463.42","8.33X5.58X3.65","CVD","65.4","64","https://www.filesonsky.com/v360/Vision360.HTML?d=603408","https://www.gia.edu/report-check?reportno=3435501148","https://www.filesonsky.com/v360/imaged/603408/603408_2.jpg"
"208","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.5","G","VS1","","GIA","7433504669","460.35","8.27X5.62X3.65","CVD","65","63","https://www.filesonsky.com/v360/Vision360.HTML?d=603858","https://www.gia.edu/report-check?reportno=7433504669","https://www.filesonsky.com/v360/imaged/603858/603858_2.jpg"
"209","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.5","G","VS1","","GIA","1443032071","460.35","8.45X5.39X3.67","CVD","68","66","https://www.filesonsky.com/v360/Vision360.HTML?d=607665","https://www.gia.edu/report-check?reportno=1443032071","https://www.filesonsky.com/v360/imaged/607665/607665_2.jpg"
"210","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.72","H","VS1","","GIA","7436430866","448.4","8.61X5.79X3.91","CVD","67.6","63","https://www.filesonsky.com/v360/Vision360.HTML?d=602642","https://www.gia.edu/report-check?reportno=7436430866","https://www.filesonsky.com/v360/imaged/602642/602642_2.jpg"
"211","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.04","F","VVS1","","IGI","631464291","1181.67","7.25*8.31*4.52","HPHT","62.3","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100894&zoomslide=1&z=1926100894&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464291",""
"212","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.19","D","VVS2","","IGI","596333522","311.17","5.89 * 7.83 * 3.78","HPHT","64.2","63","https://v3603660.v360.in/vision360.html?d=596333522","https://www.igi.org/reports/verify-your-report?r=596333522","https://v360.in/V360Images.aspx?cid=&d=596333522"
"213","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.09","D","VVS2","","IGI","595362760","285.02","5.41 * 8.18 * 3.36","HPHT","62.1","58","https://v3603660.v360.in/vision360.html?d=595362760","https://www.igi.org/reports/verify-your-report?r=595362760","https://v360.in/V360Images.aspx?cid=&d=595362760"
"214","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.04","D","VVS2","","IGI","596333523","271.95","5.53 * 7.33 * 3.62","HPHT","65.5","63","https://v3603660.v360.in/vision360.html?d=596333523","https://www.igi.org/reports/verify-your-report?r=596333523","https://v360.in/V360Images.aspx?cid=&d=596333523"
"215","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.03","D","VVS2","","IGI","595362761","269.33","5.57 * 7.54 * 3.45","HPHT","61.9","63","https://v3603660.v360.in/vision360.html?d=595362761","https://www.igi.org/reports/verify-your-report?r=595362761","https://v360.in/V360Images.aspx?cid=&d=595362761"
"216","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.02","D","VVS2","","IGI","591307304","266.72","5.22 * 7.78 * 3.40","HPHT","65.1","68","https://workshop.360view.link/360viewer/360view.html?d=0803241-SKN-3935","https://www.igi.org/reports/verify-your-report?r=591307304","https://data1.360view.link/data/1/imaged/0803241-SKN-3935/still.jpg"
"217","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.06","E","VVS2","","IGI","603345486","1341.68","12.12-8.17*4.51","CVD","55.2","59","https://mglgd.com/Media/viewer3/Vision360.html?d=L5872","https://www.igi.org/reports/verify-your-report?r=603345486",""
"218","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.11","D","VVS1","","IGI","623449303","319.79","6.07*7.00*3.61","HPHT","59.5","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721531&zoomslide=1&z=1925721531&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623449303",""
"219","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.11","D","VVS1","","IGI","623449361","319.79","5.99*6.95*3.78","HPHT","63.1","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621945&zoomslide=1&z=1925621945&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623449361",""
"220","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VVS1","","IGI","621420354","316.91","5.92*6.97*3.64","HPHT","61.5","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621778&zoomslide=1&z=1925621778&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=621420354",""
"221","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VVS1","","IGI","623412590","316.91","5.99*6.86*3.60","HPHT","60.1","75","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621925&zoomslide=1&z=1925621925&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623412590",""
"222","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.09","D","VVS1","","IGI","624499660","314.03","6.02*7.03*3.47","HPHT","57.6","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721789&zoomslide=1&z=1925721789&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=624499660",""
"223","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.05","D","VVS1","","IGI","629453096","302.51","5.96*6.86*3.48","HPHT","58.4","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925951235&zoomslide=1&z=1925951235&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629453096",""
"224","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","D","VVS1","","IGI","626499195","293.86","5.75*6.63*3.61","HPHT","62.8","60","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925830662&zoomslide=1&z=1925830662&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=626499195",""
"225","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.55","D","SI2","","IGI","559284753","348.94","6.57*7.64*4.06","HPHT","61.8","68.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923600450&zoomslide=1&z=1923600450&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=559284753",""
"226","HALF MOON Shape Antique Cut Diamond","HALF MOON","1.17","D","VVS2","","IGI","594341853","311.49","4.94 * 8.09 * 4.14","HPHT","83.8","58","https://v3603660.v360.in/vision360.html?d=594341853","https://www.igi.org/reports/verify-your-report?r=594341853","https://v360.in/V360Images.aspx?cid=&d=594341853"
"227","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","D","VVS1","","IGI","632403910","296.49","5.73*6.62*3.61","HPHT","63","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110668&zoomslide=1&z=1926110668&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632403910",""
"228","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.38","D","VVS1","","IGI","630447778","402.33","6.42*7.43*4.00","HPHT","62.3","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926070661&zoomslide=1&z=1926070661&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=630447778",""
"229","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.07","E","VVS2","","IGI","624499687","261.17","6.02*6.94*3.54","HPHT","58.8","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721737&zoomslide=1&z=1925721737&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=624499687",""
"230","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.58","D","VVS1","","GIA","2454450172","752.08","6.67*7.67*3.98","HPHT","59.7","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923540520&zoomslide=1&z=1923540520&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=2454450172",""
"231","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.54","D","VVS1","","GIA","1483487656","733.04","6.56*7.60*4.10","HPHT","62.5","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925300334&zoomslide=1&z=1925300334&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=1483487656",""
"232","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.79","D","VS1","","IGI","633428790","827.7","7.89 * 8.63 * 5.32","CVD","61.6","57","https://workshop.360view.link/360viewer/360view.html?d=1405246-633428790","https://www.igi.org/reports/verify-your-report?r=633428790",""
"233","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.64","E","VVS2","","IGI","633428789","758.34","8.21 * 7.99 * 4.89","CVD","61.2","58","https://workshop.360view.link/360viewer/360view.html?d=1405242-633428789","https://www.igi.org/reports/verify-your-report?r=633428789",""
"234","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.52","D","VVS2","","IGI","632430795","775.2","7.79 * 7.75 * 4.78","CVD","61.7","59","https://workshop.360view.link/360viewer/360view.html?d=0905243-632430795","https://www.igi.org/reports/verify-your-report?r=632430795",""
"235","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.31","D","VS2","","IGI","635466452","325.14","7.17 * 7.85 * 4.72","CVD","60.1","61","https://workshop.360view.link/360viewer/360view.html?d=2205245-635466452","https://www.igi.org/reports/verify-your-report?r=635466452",""
"236","TRIANGULAR Shape Antique Cut Diamond","TRIANGULAR","1.11","E","VS1","","IGI","634405407","301.92","6.54 * 7.58 * 4.33","CVD","57.1","64","https://workshop.360view.link/360viewer/360view.html?d=1805241-634405407","https://www.igi.org/reports/verify-your-report?r=634405407",""
"237","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VS1","","IGI","621496753","262.57","6.01*6.94*3.54","HPHT","58.9","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621741&zoomslide=1&z=1925621741&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=621496753",""
"238","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","D","VS1","","IGI","623493334","262.57","7.03*6.07*3.49","HPHT","52.1","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925721727&zoomslide=1&z=1925721727&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623493334",""
"239","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","E","VVS2","","IGI","621420356","270.07","6.07*7.01*3.47","HPHT","57.2","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=831010657&zoomslide=1&z=1831010657&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=621420356",""
"240","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.1","E","VVS2","","IGI","621475750","270.07","5.98*6.89*3.74","HPHT","62.5","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621655&zoomslide=1&z=1925621655&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=621475750",""
"241","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.09","F","VS1","","IGI","603345531","1211.57","12.09-8.11*4.37","CVD","53.9","65","https://mglgd.com/Media/viewer3/Vision360.html?d=L5867","https://www.igi.org/reports/verify-your-report?r=603345531",""
"242","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.04","F","VS1","","IGI","604385554","1182.59","11.95-8.00*4.48","CVD","56","71","https://mglgd.com/Media/viewer3/Vision360.html?d=L5234","https://www.igi.org/reports/verify-your-report?r=604385554",""
"243","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.48","D","VVS1","","IGI","629497441","436.57","6.49*7.47*4.02","HPHT","61.9","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925981178&zoomslide=1&z=1925981178&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629497441",""
"244","FLOWER Shape Antique Cut Diamond","FLOWER","2.02","F","VS1","","IGI","621480970","1073.93","7.22-7.21*5.13","CVD","71.2","63","https://videop.co.in/vision360.html?d=22408","https://www.igi.org/reports/verify-your-report?r=621480970","https://videop.co.in/imaged/22408/22408.jpg"
"245","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.07","E","VVS2","","IGI","632488502","265.02","5.99*6.88*3.39","HPHT","56.6","69","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110328&zoomslide=1&z=1926110328&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488502",""
"246","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.05","D","VS1","","IGI","632403884","252.84","5.84*6.70*3.61","HPHT","61.8","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110674&zoomslide=1&z=1926110674&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632403884",""
"247","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","D","VS1","","IGI","632488278","250.43","5.84*6.69*3.55","HPHT","60.8","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110158&zoomslide=1&z=1926110158&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488278",""
"248","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.03","D","VS1","","IGI","632488498","248.02","5.99*6.91*3.41","HPHT","56.9","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110296&zoomslide=1&z=1926110296&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488498",""
"249","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.03","E","VVS2","","IGI","631464163","255.11","5.84*6.67*3.51","HPHT","60.1","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110134&zoomslide=1&z=1926110134&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464163",""
"250","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","E","VVS2","","IGI","635427005","252.63","5.75*6.68*3.50","HPHT","60.9","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210609&zoomslide=1&z=1926210609&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635427005",""
"251","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","E","VVS2","","IGI","634431521","250.16","5.78*6.56*3.50","HPHT","60.6","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210560&zoomslide=1&z=1926210560&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=634431521",""
"252","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1","D","VS1","","IGI","635426998","240.8","5.69*6.64*3.49","HPHT","61.3","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210594&zoomslide=1&z=1926210594&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635426998",""
"253","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.1","F","VVS2","","IGI","603345492","1300.32","12.04-8.11*4.26","CVD","52.5","72","https://mglgd.com/Media/viewer3/Vision360.html?d=L6246","https://www.igi.org/reports/verify-your-report?r=603345492",""
"254","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.09","F","VVS2","","IGI","603345537","1294.13","12.09-8.12*4.54","CVD","55.9","59","https://mglgd.com/Media/viewer3/Vision360.html?d=L5876","https://www.igi.org/reports/verify-your-report?r=603345537",""
"255","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.08","F","VVS2","","IGI","604385553","1287.94","12.14-8.00*4.21","CVD","52.6","55","https://mglgd.com/Media/viewer3/Vision360.html?d=L4969","https://www.igi.org/reports/verify-your-report?r=604385553",""
"256","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.07","F","VVS2","","IGI","604385558","1281.74","12.03-8.07*4.40","CVD","54.5","63","https://mglgd.com/Media/viewer3/Vision360.html?d=L4966","https://www.igi.org/reports/verify-your-report?r=604385558",""
"257","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.04","F","VVS2","","IGI","604385557","1263.17","12.11-8.07*4.35","CVD","53.9","65","https://mglgd.com/Media/viewer3/Vision360.html?d=L4968","https://www.igi.org/reports/verify-your-report?r=604385557",""
"258","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.03","F","VVS2","","IGI","603345494","1256.98","11.92-8.03*4.51","CVD","56.2","70","https://mglgd.com/Media/viewer3/Vision360.html?d=L6245","https://www.igi.org/reports/verify-your-report?r=603345494",""
"259","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.48","D","VVS1","","IGI","631430353","440.39","6.71*7.75*3.86","HPHT","57.5","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100619&zoomslide=1&z=1926100619&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631430353",""
"260","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.01","D","VS1","","IGI","603345495","1321.37","11.24-8.21*4.72","CVD","57.5","68","https://mglgd.com/Media/viewer3/Vision360.html?d=L6155","https://www.igi.org/reports/verify-your-report?r=603345495",""
"261","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","E","VVS2","","IGI","647424290","259.83","5.79*6.66*3.69","HPHT","63.7","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926620946&zoomslide=1&z=1926620946&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=647424290",""
