"id","name","shape","carat","color","clarity","cut","lab","certificate_number","original_price","size","growth_type","depth ","table ","video_url"," certificate_link","image_link"
"262","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","D","VS1","","IGI","644490493","247.76","5.97*6.74*3.54","HPHT","59.3","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926520111&zoomslide=1&z=1926520111&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=644490493",""
"263","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.01","D","VS1","","IGI","646472671","245.33","5.98*6.88*3.46","HPHT","57.9","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926520145&zoomslide=1&z=1926520145&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=646472671",""
"264","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.09","E","VS1","","IGI","603345533","1305.41","12.08-8.06*4.48","CVD","55.6","59","https://mglgd.com/Media/viewer3/Vision360.html?d=L5868","https://www.igi.org/reports/verify-your-report?r=603345533",""
"265","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.09","E","VS1","","IGI","603345534","1305.41","12.11-8.15*4.14","CVD","50.8","66","https://mglgd.com/Media/viewer3/Vision360.html?d=L6009","https://www.igi.org/reports/verify-your-report?r=603345534",""
"266","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.07","E","VS1","","IGI","603345489","1292.92","11.95-8.09*4.34","CVD","53.6","65","https://mglgd.com/Media/viewer3/Vision360.html?d=L5534","https://www.igi.org/reports/verify-your-report?r=603345489",""
"267","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.06","E","VS1","","IGI","603345530","1286.68","12.06-8.16*4.50","CVD","55.1","61","https://mglgd.com/Media/viewer3/Vision360.html?d=L5865","https://www.igi.org/reports/verify-your-report?r=603345530",""
"268","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.06","E","VS1","","IGI","603345536","1286.68","11.98-8.13*4.50","CVD","55.4","68","https://mglgd.com/Media/viewer3/Vision360.html?d=L5875","https://www.igi.org/reports/verify-your-report?r=603345536",""
"269","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.05","E","VS1","","IGI","603345498","1280.43","11.97-8.08*4.46","CVD","55.2","69","https://mglgd.com/Media/viewer3/Vision360.html?d=L6247","https://www.igi.org/reports/verify-your-report?r=603345498",""
"270","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.03","E","VS1","","IGI","604385555","1267.94","11.99-8.14*4.45","CVD","54.7","69","https://mglgd.com/Media/viewer3/Vision360.html?d=L5235","https://www.igi.org/reports/verify-your-report?r=604385555",""
"271","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.03","E","VVS2","","IGI","589300993","257.34","5.20 * 7.84 * 3.32","HPHT","63.8","66","https://v3603660.v360.in/vision360.html?d=589300993","https://www.igi.org/reports/verify-your-report?r=589300993","https://v360.in/V360Images.aspx?cid=&d=589300993"
"272","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.08","E","VS1","","IGI","635426994","244.3","5.89*6.86*3.52","HPHT","59.8","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210578&zoomslide=1&z=1926210578&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635426994",""
"273","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","E","VS1","","IGI","632449609","235.25","5.81*6.72*3.50","HPHT","60.2","69","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110862&zoomslide=1&z=1926110862&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632449609",""
"274","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","E","VS1","","IGI","635426992","235.25","5.81*6.75*3.59","HPHT","61.8","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926210577&zoomslide=1&z=1926210577&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=635426992",""
"275","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.4","D","VVS1","","IGI","560203275","1758.96","7.81*8.95*4.55","HPHT","58.3","63.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520459&zoomslide=1&z=1923520459&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560203275",""
"276","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.21","D","VVS1","","IGI","560233932","1619.71","7.45*8.65*4.66","HPHT","62.6","65.5","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520468&zoomslide=1&z=1923520468&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=560233932",""
"277","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.11","F","VVS2","","IGI","623446096","260.3","6.96*6.01*3.65","HPHT","55.1","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925621951&zoomslide=1&z=1925621951&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=623446096",""
"278","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.51","I","VS1","VERY GOOD","NON-CERT","NON-CERT","417.52","7.74-6.79x3.83","CVD","","","https://viw-us.s3.amazonaws.com/viewer/index.html?d=2225034-040","https://www.igi.org/reports/verify-your-report?r=NON-CERT",""
"279","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.03","E","VVS1","","IGI","600304606","285.61","5.93*6.87*3.41","HPHT","57.5","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=924580387&zoomslide=1&z=1924580387&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=600304606",""
"280","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.29","E","VS1","","IGI","648464991","294.31","7.67 - 7.82 * 3.77","CVD","48.2","62","https://workshop.360view.link/view/2908248-ADW215C","https://www.igi.org/reports/verify-your-report?r=648464991",""
"281","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.1","E","VS1","","IGI","649421273","250.97","7.25 - 7.44 * 3.47","CVD","46.6","58","https://video.S360.services/?d=ADW221A","https://www.igi.org/reports/verify-your-report?r=649421273",""
"282","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.07","E","VS2","","IGI","618418506","214.07","7.08 - 7.35 * 3.77","CVD","51.3","65","https://workshop.360view.link/view/0502248-ADH218B","https://www.igi.org/reports/verify-your-report?r=618418506",""
"283","TRILLIANT Shape Antique Cut Diamond","TRILLIANT","1.01","E","VS2","","IGI","651411099","202.07","6.78 - 6.86 * 3.91","CVD","57","56","https://video.S360.services/?d=ADW227C","https://www.igi.org/reports/verify-your-report?r=651411099",""
"284","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.05","E","VS1","","IGI","646472686","240.24","5.97*6.93*3.39","HPHT","56.8","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926581117&zoomslide=1&z=1926581117&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=646472686",""
"285","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.04","E","VS1","","IGI","646472702","237.95","5.93*6.90*3.48","HPHT","58.7","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926620869&zoomslide=1&z=1926620869&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=646472702",""
"286","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","E","VS1","","IGI","646472689","233.38","5.82*6.74*3.52","HPHT","60.5","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926620210&zoomslide=1&z=1926620210&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=646472689",""
"287","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","E","VS1","","IGI","647424295","233.38","5.74*6.70*3.54","HPHT","61.7","63","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926620992&zoomslide=1&z=1926620992&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=647424295",""
"288","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.06","D","VVS1","","IGI","631464304","1527.08","7.43*8.52*4.36","HPHT","58.7","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926100887&zoomslide=1&z=1926100887&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631464304",""
"289","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.05","D","VVS1","","IGI","628427039","1519.67","7.20*8.36*4.51","HPHT","62.6","65","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925951080&zoomslide=1&z=1925951080&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=628427039",""
"290","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.02","D","VVS1","","IGI","629453329","1497.43","7.22*8.34*4.39","HPHT","60.8","62","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925980965&zoomslide=1&z=1925980965&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=629453329",""
"291","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","2.02","D","VVS1","","IGI","631404508","1497.43","7.21*8.34*4.47","HPHT","62","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926041137&zoomslide=1&z=1926041137&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=631404508",""
"292","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","E","VVS1","","IGI","632488369","284.45","5.86*6.82*3.36","HPHT","57.3","67","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110149&zoomslide=1&z=1926110149&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632488369",""
"293","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1","E","VVS1","","IGI","632421546","278.87","5.71*6.63*3.56","HPHT","62.3","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110394&zoomslide=1&z=1926110394&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632421546",""
"294","LOZENGE STEP  Shape Antique Cut Diamond","LOZENGE STEP ","2.07","G","VS1","","IGI","592320106","1132.6","12.04-8.09*4.37","CVD","54","76","https://mglgd.com/Media/viewer3/Vision360.html?d=L3345","https://www.igi.org/reports/verify-your-report?r=592320106",""
"295","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.09","G","VS1","","IGI","598378269","1146.78","12.08-8.12*4.34","CVD","53.4","67","https://mglgd.com/Media/viewer3/Vision360.html?d=L4827","https://www.igi.org/reports/verify-your-report?r=598378269",""
"296","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.08","D","VS1","","IGI","598342935","267.62","5.58 * 7.60 * 3.52","HPHT","63.1","68","https://v3603660.v360.in/vision360.html?d=598342935","https://www.igi.org/reports/verify-your-report?r=598342935","https://v360.in/V360Images.aspx?cid=&d=598342935"
"297","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.08","D","VS1","","IGI","598342966","267.62","5.50 * 7.84 * 3.36","HPHT","61.1","68","https://v3603660.v360.in/vision360.html?d=598342966","https://www.igi.org/reports/verify-your-report?r=598342966","https://v360.in/V360Images.aspx?cid=&d=598342966"
"298","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.03","D","VS1","","IGI","594341838","255.23","5.48 * 7.94 * 3.42","HPHT","62.4","55","https://v3603660.v360.in/vision360.html?d=594341838","https://www.igi.org/reports/verify-your-report?r=594341838","https://v360.in/V360Images.aspx?cid=&d=594341838"
"299","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.02","D","VS1","","IGI","596333526","252.76","5.32 * 7.91 * 3.39","HPHT","63.7","65","https://v3603660.v360.in/vision360.html?d=596333526","https://www.igi.org/reports/verify-your-report?r=596333526","https://v360.in/V360Images.aspx?cid=&d=596333526"
"300","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.02","D","VS1","","IGI","593382315","252.76","5.54 * 7.17 * 3.45","HPHT","62.3","63","https://v3603660.v360.in/vision360.html?d=593382315","https://www.igi.org/reports/verify-your-report?r=593382315","https://v360.in/V360Images.aspx?cid=&d=593382315"
"301","HEXAGON Shape Antique Cut Diamond","HEXAGON","1","D","VS1","","IGI","595372203","247.8","5.48 * 7.78 * 3.32","HPHT","60.6","58","https://v3603660.v360.in/vision360.html?d=595372203","https://www.igi.org/reports/verify-your-report?r=595372203","https://v360.in/V360Images.aspx?cid=&d=595372203"
"302","CRISS Shape Antique Cut Diamond","CRISS","1.53","D","VVS2","","GIA","7483545846","700.66","8.21X5.45X3.59","CVD","65.9","63","https://www.filesonsky.com/v360/Vision360.HTML?d=650730","https://www.gia.edu/report-check?reportno=7483545846","https://www.filesonsky.com/v360/imaged/650730/650730_2.jpg"
"303","CRISS Shape Antique Cut Diamond","CRISS","1.81","F","VVS2","","GIA","2486689618","693.95","7.95X5.67X3.93","CVD","69.3","66","https://www.filesonsky.com/v360/Vision360.HTML?d=652336","https://www.gia.edu/report-check?reportno=2486689618","https://www.filesonsky.com/v360/imaged/652336/652336_2.jpg"
"304","CRISS Shape Antique Cut Diamond","CRISS","1.53","E","VS1","","GIA","6481459680","586.6","7.98X5.45X3.54","CVD","65","63","https://www.filesonsky.com/v360/Vision360.HTML?d=650191","https://www.gia.edu/report-check?reportno=6481459680","https://www.filesonsky.com/v360/imaged/650191/650191_2.jpg"
"305","CRISS Shape Antique Cut Diamond","CRISS","1.74","F","VS2","","GIA","1485659464","543.58","8.35X5.68X3.88","CVD","68.3","64","https://www.filesonsky.com/v360/Vision360.HTML?d=652203","https://www.gia.edu/report-check?reportno=1485659464","https://www.filesonsky.com/v360/imaged/652203/652203_2.jpg"
"306","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.7","E","VVS2","","GIA","2487550385","700.06","8.88X5.77X3.70","CVD","64.1","67","https://www.filesonsky.com/v360/Vision360.HTML?d=651119","https://www.gia.edu/report-check?reportno=2487550385","https://www.filesonsky.com/v360/imaged/651119/651119_2.jpg"
"307","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.72","F","VVS2","","GIA","6435785707","659.45","8.70X5.74X3.89","CVD","67.7","65","https://www.filesonsky.com/v360/Vision360.HTML?d=606216","https://www.gia.edu/report-check?reportno=6435785707","https://www.filesonsky.com/v360/imaged/606216/606216_2.jpg"
"308","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.66","F","VVS2","","GIA","6432501181","636.44","8.60X5.74X3.76","CVD","65.6","62","https://www.filesonsky.com/v360/Vision360.HTML?d=603409","https://www.gia.edu/report-check?reportno=6432501181","https://www.filesonsky.com/v360/imaged/603409/603409_2.jpg"
"309","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.56","F","VVS2","","GIA","7432786604","598.1","8.46X5.54X3.75","CVD","67.7","65","https://www.filesonsky.com/v360/Vision360.HTML?d=606313","https://www.gia.edu/report-check?reportno=7432786604","https://www.filesonsky.com/v360/imaged/606313/606313_2.jpg"
"310","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.51","F","VVS2","","GIA","6435860501","578.93","8.07X5.55X3.76","CVD","67.8","65","https://www.filesonsky.com/v360/Vision360.HTML?d=606748","https://www.gia.edu/report-check?reportno=6435860501","https://www.filesonsky.com/v360/imaged/606748/606748_2.jpg"
"311","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.77","D","VS1","","GIA","6482735737","728.89","8.55X5.88X3.88","CVD","65.9","64","https://www.filesonsky.com/v360/Vision360.HTML?d=652882","https://www.gia.edu/report-check?reportno=6482735737","https://www.filesonsky.com/v360/imaged/652882/652882_2.jpg"
"312","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.62","E","VS1","","GIA","6482659459","621.11","8.65X5.61X3.67","CVD","65.4","65","https://www.filesonsky.com/v360/Vision360.HTML?d=652200","https://www.gia.edu/report-check?reportno=6482659459","https://www.filesonsky.com/v360/imaged/652200/652200_2.jpg"
"313","ASHOKA (CRISS ) Shape Antique Cut Diamond","ASHOKA (CRISS )","1.53","F","VS1","","GIA","6482679680","554.01","8.43X5.46X3.75","CVD","68.8","65","https://www.filesonsky.com/v360/Vision360.HTML?d=652333","https://www.gia.edu/report-check?reportno=6482679680","https://www.filesonsky.com/v360/imaged/652333/652333_2.jpg"
"314","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","F","VVS2","","IGI","632421493","243.29","5.79*6.64*3.55","HPHT","61.3","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926110366&zoomslide=1&z=1926110366&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632421493",""
"315","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.02","F","VVS2","","IGI","639406108","243.29","5.72*6.50*3.62","HPHT","63.3","61","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926250474&zoomslide=1&z=1926250474&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=639406108",""
"316","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.11","F","VS1","","IGI","632404742","241.72","6.07*6.99*3.54","HPHT","58.3","68","https://ssdweb.co/ssdweb/hd/Vision360.html?d=926071912&zoomslide=1&z=1926071912&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=632404742",""
"317","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.09","E","VS1","","IGI","596320083","254.35","5.70 * 7.50 * 3.51","HPHT","61.6","65","https://v3603660.v360.in/vision360.html?d=596320083","https://www.igi.org/reports/verify-your-report?r=596320083","https://v360.in/V360Images.aspx?cid=&d=596320083"
"318","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.08","E","VS1","","IGI","594328651","252.02","5.36 * 8.07 * 3.32","HPHT","61.9","66","https://v3603660.v360.in/vision360.html?d=594328651","https://www.igi.org/reports/verify-your-report?r=594328651","https://v360.in/V360Images.aspx?cid=&d=594328651"
"319","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1.72","E","VVS1","","GIA","6452450154","792.58","6.95*8.07*4.13","HPHT","59.5","64","https://ssdweb.co/ssdweb/hd/Vision360.html?d=923520474&zoomslide=1&z=1923520474&ISCONFIRM=0","https://www.gia.edu/report-check?reportno=6452450154",""
"320","HALF MOON Shape Antique Cut Diamond","HALF MOON","1.1","D","VS1","","IGI","592340738","277.97","5.01 * 8.01 * 3.90","HPHT","77.8","56","https://v3603660.v360.in/vision360.html?d=592340738","https://www.igi.org/reports/verify-your-report?r=592340738","https://v360.in/V360Images.aspx?cid=&d=592340738"
"321","HALF MOON Shape Antique Cut Diamond","HALF MOON","1.07","D","VS1","","IGI","592355940","270.39","4.90 * 8.11 * 3.75","HPHT","76.5","63","https://v3603660.v360.in/vision360.html?d=592355940","https://www.igi.org/reports/verify-your-report?r=592355940","https://v360.in/V360Images.aspx?cid=&d=592355940"
"322","HALF MOON Shape Antique Cut Diamond","HALF MOON","1.01","D","VS1","","IGI","592338055","255.23","4.65 * 7.69 * 3.95","HPHT","84.9","64","https://v3603660.v360.in/vision360.html?d=592338055","https://www.igi.org/reports/verify-your-report?r=592338055","https://v360.in/V360Images.aspx?cid=&d=592338055"
"323","HALF MOON Shape Antique Cut Diamond","HALF MOON","1","D","VS1","","IGI","600323884","252.7","4.63 * 7.72 * 3.88","HPHT","83.8","63","https://diamond.blissvideos.com/?d=7361","https://www.igi.org/reports/verify-your-report?r=600323884","https://diamond.blissvideos.com/imaged/7361/still.jpg"
"324","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.08","G","VS1","","IGI","603345490","1167.09","12.06-8.14*4.44","CVD","54.5","62","https://mglgd.com/Media/viewer3/Vision360.html?d=L5870","https://www.igi.org/reports/verify-your-report?r=603345490",""
"325","LOZENGE Shape Antique Cut Diamond","LOZENGE","2.05","G","VS1","","IGI","603345484","1150.26","12.12-8.13*4.29","CVD","52.8","74","https://mglgd.com/Media/viewer3/Vision360.html?d=L5592","https://www.igi.org/reports/verify-your-report?r=603345484",""
"326","HEXAGONAL Shape Antique Cut Diamond","HEXAGONAL","1","E","VS2","","IGI","626427571","207.48","5.72*6.62*3.68","HPHT","64.3","66","https://ssdweb.co/ssdweb/hd/Vision360.html?d=925830514&zoomslide=1&z=1925830514&ISCONFIRM=0","https://www.igi.org/reports/verify-your-report?r=626427571",""
"327","HEXAGON Shape Antique Cut Diamond","HEXAGON","1.03","F","VVS2","","IGI","593382308","252.58","5.41 * 7.24 * 3.63","HPHT","67.1","63","https://v3603660.v360.in/vision360.html?d=593382308","https://www.igi.org/reports/verify-your-report?r=593382308","https://v360.in/V360Images.aspx?cid=&d=593382308"
