"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"6003","OVAL  Cut Diamond","OVAL ","2.07","Yellow","FANCY","VS2","","10.13x7.23x4.54","1656","CVD","62.8","59","627414441","https://www.igi.org/reports/verify-your-report?r=627414441","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_6003"
"6004","OVAL Cut Diamond","OVAL","2.02","Yellow","FANCY INTENSE","VS1","","8.91x6.42x4.34","1616","CVD","67.6","62","616413407","https://www.igi.org/reports/verify-your-report?r=616413407","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6004"
"6005","OVAL Cut Diamond","OVAL","2.02","Yellow","FANCY INTENSE","VS1","","8.99x6.41x4.4","1616","CVD","68.6","58","620484284","https://www.igi.org/reports/verify-your-report?r=620484284","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6005"
"6006","OVAL Cut Diamond","OVAL","2.02","Yellow","FANCY INTENSE","VS1","","9.29x6.61x4.27","1616","CVD","64.6","56","628442634","https://www.igi.org/reports/verify-your-report?r=628442634","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6006"
"6007","OVAL Cut Diamond","OVAL","2.03","Yellow","FANCY INTENSE","VS1","","9.21x6.57x4.36","1624","CVD","66.4","59","619457296","https://www.igi.org/reports/verify-your-report?r=619457296","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6007"
"6008","OVAL Cut Diamond","OVAL","2.03","Yellow","FANCY INTENSE","VS1","","9.31x6.65x4.26","1624","CVD","64.1","56","627478201","https://www.igi.org/reports/verify-your-report?r=627478201","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6008"
"6009","OVAL Cut Diamond","OVAL","2.04","Yellow","FANCY INTENSE","VS1","","9.01x6.49x4.44","1632","CVD","68.4","57","619457329","https://www.igi.org/reports/verify-your-report?r=619457329","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6009"
"6010","OVAL Cut Diamond","OVAL","2.04","Yellow","FANCY INTENSE","VVS2","","9.22x6.57x4.47","1632","CVD","68","61","620484288","https://www.igi.org/reports/verify-your-report?r=620484288","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6010"
"6011","OVAL Cut Diamond","OVAL","2.04","Yellow","FANCY INTENSE","VVS2","","9.14x6.54x4.36","1632","CVD","66.7","57","626456123","https://www.igi.org/reports/verify-your-report?r=626456123","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6011"
"6012","OVAL Cut Diamond","OVAL","2.05","Yellow","FANCY INTENSE","VS2","","9.16x6.52x4.44","1640","CVD","68.1","59","618455432","https://www.igi.org/reports/verify-your-report?r=618455432","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6012"
"6013","OVAL Cut Diamond","OVAL","2.05","Yellow","FANCY VIVID","VS1","","9.45x6.52x4.34","1640","CVD","66.6","57","627478157","https://www.igi.org/reports/verify-your-report?r=627478157","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6013"
"6014","OVAL Cut Diamond","OVAL","2.06","Yellow","FANCY INTENSE","VS1","","9.09x6.55x4.39","1648","CVD","67","62","603345914","https://www.igi.org/reports/verify-your-report?r=603345914","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6014"
"6015","OVAL Cut Diamond","OVAL","2.06","Yellow","FANCY INTENSE","VS1","","8.97x6.46x4.53","1648","CVD","70.1","58","627414444","https://www.igi.org/reports/verify-your-report?r=627414444","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6015"
"6016","OVAL Cut Diamond","OVAL","2.06","Yellow","FANCY INTENSE","VS1","","9x6.47x4.52","1648","CVD","69.9","59","627414450","https://www.igi.org/reports/verify-your-report?r=627414450","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6016"
"6017","OVAL Cut Diamond","OVAL","2.07","Yellow","FANCY INTENSE","VS1","","9.42x6.47x4.55","1656","CVD","70.3","59","627414445","https://www.igi.org/reports/verify-your-report?r=627414445","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6017"
"6018","OVAL Cut Diamond","OVAL","2.07","Yellow","FANCY VIVID","VS1","","9.17x6.52x4.47","1656","CVD","68.6","59","627478142","https://www.igi.org/reports/verify-your-report?r=627478142","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6018"
"6019","OVAL Cut Diamond","OVAL","2.08","Yellow","FANCY INTENSE","VS1","","9.01x6.45x4.52","1664","CVD","70.1","60","619457307","https://www.igi.org/reports/verify-your-report?r=619457307","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6019"
"6020","OVAL Cut Diamond","OVAL","2.08","Yellow","FANCY VIVID","VS1","","9.09x6.5x4.54","1664","CVD","69.8","58","627478154","https://www.igi.org/reports/verify-your-report?r=627478154","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6020"
"6021","OVAL Cut Diamond","OVAL","2.09","Yellow","FANCY INTENSE","VS1","","9.28x6.61x4.32","1672","CVD","65.4","62","600398721","https://www.igi.org/reports/verify-your-report?r=600398721","https://360diamondvideo.com/media/JO-24107/JO-24107.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6021"
"6022","OVAL Cut Diamond","OVAL","2.09","Yellow","FANCY INTENSE","VS1","","9.12x6.62x4.43","1672","CVD","66.9","57","627478140","https://www.igi.org/reports/verify-your-report?r=627478140","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6022"
"6023","OVAL Cut Diamond","OVAL","2.1","Yellow","FANCY INTENSE","VS1","","9.12x6.59x4.41","1680","CVD","66.9","58","595384113","https://www.igi.org/reports/verify-your-report?r=595384113","https://360diamondvideo.com/media/JO-23566/JO-23566.html","https://360diamondvideo.com/media/JO-23566/JO-23566.jpg","IGI","OVAL_Cut_Diamond_6023"
"6024","OVAL Cut Diamond","OVAL","2.1","Yellow","FANCY INTENSE","VS1","","9.29x6.48x4.46","1680","CVD","68.8","58","622400119","https://www.igi.org/reports/verify-your-report?r=622400119","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6024"
"6025","OVAL Cut Diamond","OVAL","2.1","Yellow","FANCY INTENSE","VS1","","9.05x6.54x4.57","1680","CVD","69.9","59","627478203","https://www.igi.org/reports/verify-your-report?r=627478203","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6025"
"6026","OVAL Cut Diamond","OVAL","2.11","Yellow","FANCY INTENSE","VS2","","9.27x6.65x4.34","1688","CVD","65.3","58","608362656","https://www.igi.org/reports/verify-your-report?r=608362656","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6026"
"6027","OVAL Cut Diamond","OVAL","2.11","Yellow","FANCY INTENSE","VS1","","9.54x6.7x4.25","1688","CVD","63.4","56","618411642","https://www.igi.org/reports/verify-your-report?r=618411642","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6027"
"6028","OVAL Cut Diamond","OVAL","2.11","Yellow","FANCY INTENSE","VS1","","9.16x6.68x4.44","1688","CVD","66.5","61","619430369","https://www.igi.org/reports/verify-your-report?r=619430369","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6028"
"6029","OVAL Cut Diamond","OVAL","2.11","Yellow","FANCY INTENSE","VS1","","9.12x6.55x4.5","1688","CVD","68.7","61","619457330","https://www.igi.org/reports/verify-your-report?r=619457330","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6029"
"6030","OVAL Cut Diamond","OVAL","2.12","Yellow","FANCY INTENSE","VS1","","9.04x6.52x4.54","1696","CVD","69.6","55","608362652","https://www.igi.org/reports/verify-your-report?r=608362652","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6030"
"6031","OVAL Cut Diamond","OVAL","2.12","Yellow","FANCY INTENSE","VS1","","9.13x6.57x4.56","1696","CVD","69.4","58","618482035","https://www.igi.org/reports/verify-your-report?r=618482035","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6031"
"6032","OVAL Cut Diamond","OVAL","2.12","Yellow","FANCY INTENSE","VS1","","9.2x6.58x4.42","1696","CVD","67.2","60","618411646","https://www.igi.org/reports/verify-your-report?r=618411646","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6032"
"6033","OVAL Cut Diamond","OVAL","2.12","Yellow","FANCY INTENSE","VS1","","9.19x6.62x4.48","1696","CVD","67.7","58","627478148","https://www.igi.org/reports/verify-your-report?r=627478148","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6033"
"6034","OVAL Cut Diamond","OVAL","2.12","Yellow","FANCY INTENSE","VS1","","9.45x6.61x4.36","1696","CVD","66","60","627478198","https://www.igi.org/reports/verify-your-report?r=627478198","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6034"
"6035","OVAL Cut Diamond","OVAL","2.13","Yellow","FANCY VIVID","VVS2","","9.37x6.62x4.31","1704","CVD","65.1","62","623486176","https://www.igi.org/reports/verify-your-report?r=623486176","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6035"
"6036","OVAL Cut Diamond","OVAL","2.14","Yellow","FANCY INTENSE","VS2","","9.14x6.51x4.57","1712","CVD","70.2","60","608362649","https://www.igi.org/reports/verify-your-report?r=608362649","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6036"
"6037","OVAL Cut Diamond","OVAL","2.14","Yellow","FANCY INTENSE","VS1","","9.17x6.53x4.5","1712","CVD","68.9","58","611384140","https://www.igi.org/reports/verify-your-report?r=611384140","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6037"
"6038","OVAL Cut Diamond","OVAL","2.14","Yellow","FANCY INTENSE","VS1","","9.22x6.63x4.51","1712","CVD","68","57","625418351","https://www.igi.org/reports/verify-your-report?r=625418351","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6038"
"6039","OVAL Cut Diamond","OVAL","2.14","Yellow","FANCY INTENSE","VS1","","9.29x6.56x4.46","1712","CVD","68","57","626456126","https://www.igi.org/reports/verify-your-report?r=626456126","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6039"
"6040","OVAL Cut Diamond","OVAL","2.14","Yellow","FANCY INTENSE","VS1","","9.2x6.62x4.55","1712","CVD","68.7","55","627478153","https://www.igi.org/reports/verify-your-report?r=627478153","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6040"
"6041","OVAL Cut Diamond","OVAL","2.15","Yellow","FANCY","VS2","","9.41x6.66x4.46","1720","CVD","67","57","592365174","https://www.igi.org/reports/verify-your-report?r=592365174","https://360diamondvideo.com/media/JO-21927/JO-21927.html","https://360diamondvideo.com/media/JO-21927/JO-21927.jpg","IGI","OVAL_Cut_Diamond_6041"
"6042","OVAL Cut Diamond","OVAL","2.15","Yellow","FANCY VIVID","VS1","","9.1x6.56x4.43","1720","CVD","67.5","59","625418353","https://www.igi.org/reports/verify-your-report?r=625418353","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6042"
"6043","OVAL Cut Diamond","OVAL","2.16","Yellow","FANCY INTENSE","VS2","","9.22x6.63x4.65","1728","CVD","70.1","57","613348753","https://www.igi.org/reports/verify-your-report?r=613348753","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6043"
"6044","OVAL Cut Diamond","OVAL","2.16","Yellow","FANCY INTENSE","VVS2","","9.1x6.59x4.56","1728","CVD","69.2","57","613348750","https://www.igi.org/reports/verify-your-report?r=613348750","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6044"
"6045","OVAL Cut Diamond","OVAL","2.16","Yellow","FANCY VIVID","VS1","","9.21x6.6x4.57","1728","CVD","69.2","58","623464637","https://www.igi.org/reports/verify-your-report?r=623464637","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6045"
"6046","OVAL Cut Diamond","OVAL","2.16","Yellow","FANCY VIVID","VS1","","9.34x6.66x4.52","1728","CVD","67.9","57","627478139","https://www.igi.org/reports/verify-your-report?r=627478139","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6046"
"6047","OVAL Cut Diamond","OVAL","2.18","Yellow","FANCY INTENSE","VS1","","9.16x6.48x4.54","1744","CVD","70.1","61","613391010","https://www.igi.org/reports/verify-your-report?r=613391010","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6047"
"6048","OVAL Cut Diamond","OVAL","2.18","Yellow","FANCY INTENSE","VS1","","9.17x6.59x4.53","1744","CVD","68.7","60","608362653","https://www.igi.org/reports/verify-your-report?r=608362653","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6048"
"6049","OVAL Cut Diamond","OVAL","2.18","Yellow","FANCY INTENSE","VS1","","9.18x6.57x4.57","1744","CVD","69.6","57","619457317","https://www.igi.org/reports/verify-your-report?r=619457317","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6049"
"6050","OVAL Cut Diamond","OVAL","2.18","Yellow","FANCY INTENSE","VVS2","","9.14x6.58x4.57","1744","CVD","69.5","60","626477045","https://www.igi.org/reports/verify-your-report?r=626477045","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6050"
"6051","OVAL Cut Diamond","OVAL","2.19","Yellow","FANCY INTENSE","VS2","","9.34x6.7x4.36","1752","CVD","65.1","66","608362654","https://www.igi.org/reports/verify-your-report?r=608362654","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6051"
"6052","OVAL Cut Diamond","OVAL","2.19","Yellow","FANCY INTENSE","VS1","","9.25x6.6x4.42","1752","CVD","67","63","626477043","https://www.igi.org/reports/verify-your-report?r=626477043","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6052"
"6053","OVAL Cut Diamond","OVAL","2.2","Yellow","FANCY INTENSE","VVS2","","9.25x6.6x4.59","1760","CVD","69.5","55","611384138","https://www.igi.org/reports/verify-your-report?r=611384138","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6053"
"6054","OVAL Cut Diamond","OVAL","2.2","Yellow","FANCY","VS1","","9.5x6.78x4.46","1760","CVD","65.8","59","618482017","https://www.igi.org/reports/verify-your-report?r=618482017","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6054"
"6055","OVAL Cut Diamond","OVAL","2.2","Yellow","FANCY INTENSE","VVS2","","9.15x6.59x4.66","1760","CVD","70.7","60","626477044","https://www.igi.org/reports/verify-your-report?r=626477044","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6055"
"6056","OVAL Cut Diamond","OVAL","2.2","Yellow","FANCY INTENSE","VS2","","9.45x6.76x4.4","1760","CVD","65.1","60","627414438","https://www.igi.org/reports/verify-your-report?r=627414438","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6056"
"6057","OVAL Cut Diamond","OVAL","2.21","Yellow","FANCY INTENSE","VVS2","","9.29x6.67x4.66","1768","CVD","69.9","58","623464638","https://www.igi.org/reports/verify-your-report?r=623464638","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6057"
"6058","OVAL Cut Diamond","OVAL","2.21","Yellow","FANCY VIVID","VS1","","9.37x6.7x4.51","1768","CVD","67.3","58","623486177","https://www.igi.org/reports/verify-your-report?r=623486177","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6058"
"6059","OVAL Cut Diamond","OVAL","2.21","Yellow","FANCY INTENSE","VS1","","9.32x6.57x4.45","1768","CVD","67.7","58","625418348","https://www.igi.org/reports/verify-your-report?r=625418348","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6059"
"6060","OVAL Cut Diamond","OVAL","2.22","Yellow","FANCY INTENSE","VS1","","9.38x6.71x4.58","1776","CVD","68.3","62","627478155","https://www.igi.org/reports/verify-your-report?r=627478155","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6060"
"6061","OVAL Cut Diamond","OVAL","2.23","Yellow","FANCY VIVID","VS1","","9.4x6.77x4.55","1784","CVD","67.2","57","606355302","https://www.igi.org/reports/verify-your-report?r=606355302","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6061"
"6062","OVAL Cut Diamond","OVAL","2.23","Yellow","FANCY INTENSE","VS1","","9.5x6.7x4.56","1784","CVD","68.1","60","627478199","https://www.igi.org/reports/verify-your-report?r=627478199","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL_Cut_Diamond_6062"
