"id","name","shape","carat","color","intensity","clarity","cut","size","original_price","growth_type","depth ","table ","certificate_number"," certificate_link","video_url","lmage_link","lab","sku"
"2918","MARQUISE  Cut Diamond","MARQUISE ","1.53","Blue","FANCY VIVID","VVS2","","11.14x6.16x3.83","765","CVD","62.2","60","618493902","https://www.igi.org/reports/verify-your-report?r=618493902","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_2918"
"2919","MARQUISE  Cut Diamond","MARQUISE ","1.58","Blue","FANCY VIVID","VS1","","11.26x6.22x3.83","790","CVD","61.6","61","618493901","https://www.igi.org/reports/verify-your-report?r=618493901","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_2919"
"2920","MARQUISE  Cut Diamond","MARQUISE ","1.65","Blue","FANCY VIVID","VVS2","","12.01x6.1x3.88","825","CVD","63.6","59","618493793","https://www.igi.org/reports/verify-your-report?r=618493793","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_2920"
"2921","MARQUISE  Cut Diamond","MARQUISE ","1.65","Blue","FANCY VIVID","VVS1","","11.41x6.21x3.94","825","CVD","63.4","61","618493773","https://www.igi.org/reports/verify-your-report?r=618493773","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_2921"
"2922","MARQUISE  Cut Diamond","MARQUISE ","1.67","Blue","FANCY VIVID","VS1","","11.43x6.28x3.99","835","CVD","63.5","59","618493774","https://www.igi.org/reports/verify-your-report?r=618493774","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","MARQUISE__Cut_Diamond_2922"
"2923","OVAL  Cut Diamond","OVAL ","1.5","Blue","FANCY VIVID","VVS2","","8.91x6.48x4.09","750","CVD","63.1","61","618493741","https://www.igi.org/reports/verify-your-report?r=618493741","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2923"
"2924","OVAL  Cut Diamond","OVAL ","1.5","Blue","FANCY VIVID","VVS2","","9.03x6.53x3.99","750","CVD","61.1","61","618493810","https://www.igi.org/reports/verify-your-report?r=618493810","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2924"
"2925","OVAL  Cut Diamond","OVAL ","1.5","Blue","FANCY VIVID","VVS2","","9.07x6.57x4.05","750","CVD","61.6","61","618493815","https://www.igi.org/reports/verify-your-report?r=618493815","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2925"
"2926","OVAL  Cut Diamond","OVAL ","1.51","Blue","FANCY VIVID","VVS2","","9.2x6.58x4.13","755","CVD","62.8","58","618493742","https://www.igi.org/reports/verify-your-report?r=618493742","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2926"
"2927","OVAL  Cut Diamond","OVAL ","1.53","Blue","FANCY VIVID","VS1","","9.1x6.57x4.13","765","CVD","62.9","57","584357936","https://www.igi.org/reports/verify-your-report?r=584357936","https://360diamondvideo.com/media/JO-18984/JO-18984.html","https://360diamondvideo.com/media/JO-18984/JO-18984.jpg","IGI","OVAL__Cut_Diamond_2927"
"2928","OVAL  Cut Diamond","OVAL ","1.54","Blue","FANCY VIVID","VS1","EXCELLENT","9.11x6.62x4.11","770","CVD","62.1","60","586338286","https://www.igi.org/reports/verify-your-report?r=586338286","https://360diamondvideo.com/media/JO-19197/JO-19197.html","https://360diamondvideo.com/media/JO-19197/JO-19197.jpg","IGI","OVAL__Cut_Diamond_2928"
"2929","OVAL  Cut Diamond","OVAL ","1.55","Blue","FANCY VIVID","VS1","","9.17x6.56x4.11","775","CVD","62.7","59","618493809","https://www.igi.org/reports/verify-your-report?r=618493809","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2929"
"2930","OVAL  Cut Diamond","OVAL ","1.59","Blue","FANCY VIVID","VVS2","","9.3x6.51x4.07","795","CVD","62.5","61","618493918","https://www.igi.org/reports/verify-your-report?r=618493918","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2930"
"2931","OVAL  Cut Diamond","OVAL ","1.59","Blue","FANCY VIVID","VS1","","9.4x6.54x4.15","795","CVD","63.5","63","618493730","https://www.igi.org/reports/verify-your-report?r=618493730","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2931"
"2932","OVAL  Cut Diamond","OVAL ","1.59","Blue","FANCY VIVID","VS1","","9.38x6.58x4.14","795","CVD","62.9","63","619457340","https://www.igi.org/reports/verify-your-report?r=619457340","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2932"
"2933","OVAL  Cut Diamond","OVAL ","1.62","Blue","FANCY VIVID","VS1","","9.42x6.82x4.15","810","CVD","60.9","57","584357942","https://www.igi.org/reports/verify-your-report?r=584357942","https://360diamondvideo.com/media/JO-18981/JO-18981.html","https://360diamondvideo.com/media/JO-18981/JO-18981.jpg","IGI","OVAL__Cut_Diamond_2933"
"2934","OVAL  Cut Diamond","OVAL ","1.62","Blue","FANCY VIVID","VS1","","9.3x6.68x4.19","810","CVD","62.7","60","618493728","https://www.igi.org/reports/verify-your-report?r=618493728","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2934"
"2935","OVAL  Cut Diamond","OVAL ","1.66","Blue","FANCY VIVID","VS1","","9.41x6.71x4.23","830","CVD","63","60","584357941","https://www.igi.org/reports/verify-your-report?r=584357941","https://360diamondvideo.com/media/JO-18979/JO-18979.html","https://360diamondvideo.com/media/JO-18979/JO-18979.jpg","IGI","OVAL__Cut_Diamond_2935"
"2936","OVAL  Cut Diamond","OVAL ","1.67","Blue","FANCY VIVID","VS1","","9.31x6.76x4.29","835","CVD","63.5","60","584357935","https://www.igi.org/reports/verify-your-report?r=584357935","https://360diamondvideo.com/media/JO-18975/JO-18975.html","https://360diamondvideo.com/media/JO-18975/JO-18975.jpg","IGI","OVAL__Cut_Diamond_2936"
"2937","OVAL  Cut Diamond","OVAL ","1.7","Blue","FANCY VIVID","VS1","","9.43x6.78x4.3","850","CVD","63.4","60","618493717","https://www.igi.org/reports/verify-your-report?r=618493717","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2937"
"2938","OVAL  Cut Diamond","OVAL ","1.75","Blue","FANCY VIVID","VS1","","9.55x6.84x4.28","875","CVD","62.6","60","618493807","https://www.igi.org/reports/verify-your-report?r=618493807","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2938"
"2939","OVAL  Cut Diamond","OVAL ","1.78","Blue","FANCY VIVID","VS2","","9.64x6.86x4.34","890","CVD","63.3","58","618493808","https://www.igi.org/reports/verify-your-report?r=618493808","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2939"
"2940","OVAL  Cut Diamond","OVAL ","1.83","Blue","FANCY VIVID","VS1","","9.76x6.96x4.38","915","CVD","62.9","60","584357927","https://www.igi.org/reports/verify-your-report?r=584357927","https://360diamondvideo.com/media/JO-18969/JO-18969.html","https://360diamondvideo.com/media/JO-18969/JO-18969.jpg","IGI","OVAL__Cut_Diamond_2940"
"2941","OVAL  Cut Diamond","OVAL ","1.87","Blue","FANCY VIVID","VS1","","10.01x6.99x4.24","935","CVD","60.7","59","618493729","https://www.igi.org/reports/verify-your-report?r=618493729","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2941"
"2942","OVAL  Cut Diamond","OVAL ","1.88","Blue","FANCY VIVID","VVS2","EXCELLENT","9.87x7.05x4.41","940","CVD","62.6","58","586338278","https://www.igi.org/reports/verify-your-report?r=586338278","https://360diamondvideo.com/media/JO-19189/JO-19189.html","https://360diamondvideo.com/media/JO-19189/JO-19189.jpg","IGI","OVAL__Cut_Diamond_2942"
"2943","OVAL  Cut Diamond","OVAL ","1.88","Blue","FANCY VIVID","VVS2","EXCELLENT","9.78x7.01x4.4","940","CVD","62.8","59","586338279","https://www.igi.org/reports/verify-your-report?r=586338279","https://360diamondvideo.com/media/JO-19190/JO-19190.html","https://360diamondvideo.com/media/JO-19190/JO-19190.jpg","IGI","OVAL__Cut_Diamond_2943"
"2944","OVAL  Cut Diamond","OVAL ","1.89","Blue","FANCY VIVID","VS1","","9.88x7.06x4.41","945","CVD","62.5","60","584357938","https://www.igi.org/reports/verify-your-report?r=584357938","https://360diamondvideo.com/media/JO-18968/JO-18968.html","https://360diamondvideo.com/media/JO-18968/JO-18968.jpg","IGI","OVAL__Cut_Diamond_2944"
"2945","OVAL  Cut Diamond","OVAL ","1.91","Blue","FANCY VIVID","VS1","EXCELLENT","9.86x7.05x4.39","955","CVD","62.3","57","586338277","https://www.igi.org/reports/verify-your-report?r=586338277","https://360diamondvideo.com/media/JO-19188/JO-19188.html","https://360diamondvideo.com/media/JO-19188/JO-19188.jpg","IGI","OVAL__Cut_Diamond_2945"
"2946","OVAL  Cut Diamond","OVAL ","1.98","Blue","FANCY VIVID","VS1","","9.94x7.14x4.43","990","CVD","62","60","618493718","https://www.igi.org/reports/verify-your-report?r=618493718","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","OVAL__Cut_Diamond_2946"
"2947","PEAR  Cut Diamond","PEAR ","1.5","Blue","FANCY VIVID","VS1","","9.71x6.34x3.98","750","CVD","62.8","59","618493849","https://www.igi.org/reports/verify-your-report?r=618493849","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2947"
"2948","PEAR  Cut Diamond","PEAR ","1.52","Blue","FANCY VIVID","VVS2","","9.95x6.42x4.02","760","CVD","62.6","59","619457279","https://www.igi.org/reports/verify-your-report?r=619457279","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2948"
"2949","PEAR  Cut Diamond","PEAR ","1.55","Blue","FANCY VIVID","VVS2","","9.83x6.51x4.13","775","CVD","63.4","60","618493797","https://www.igi.org/reports/verify-your-report?r=618493797","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2949"
"2950","PEAR  Cut Diamond","PEAR ","1.55","Blue","FANCY VIVID","VS1","","9.94x6.56x4.08","775","CVD","62.2","63","618493789","https://www.igi.org/reports/verify-your-report?r=618493789","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2950"
"2951","PEAR  Cut Diamond","PEAR ","1.57","Blue","FANCY VIVID","VVS2","","10.04x6.53x4.12","785","CVD","63.1","59","618493792","https://www.igi.org/reports/verify-your-report?r=618493792","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2951"
"2952","PEAR  Cut Diamond","PEAR ","1.58","Blue","FANCY VIVID","VVS2","","9.68x6.58x4.14","790","CVD","62.9","59","618493916","https://www.igi.org/reports/verify-your-report?r=618493916","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2952"
"2953","PEAR  Cut Diamond","PEAR ","1.58","Blue","FANCY VIVID","VS1","","10.22x6.61x4.06","790","CVD","61.4","59","618493850","https://www.igi.org/reports/verify-your-report?r=618493850","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2953"
"2954","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VVS2","","9.92x6.43x4.19","795","CVD","65.2","60","618493913","https://www.igi.org/reports/verify-your-report?r=618493913","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2954"
"2955","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VS1","","10.06x6.49x4.04","795","CVD","62.2","61","618493914","https://www.igi.org/reports/verify-your-report?r=618493914","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2955"
"2956","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VVS2","","10.08x6.55x4.15","795","CVD","63.4","61","618493924","https://www.igi.org/reports/verify-your-report?r=618493924","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2956"
"2957","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VVS2","","10.3x6.47x4.07","795","CVD","62.9","60","618493925","https://www.igi.org/reports/verify-your-report?r=618493925","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2957"
"2958","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VVS2","","10.26x6.57x4.03","795","CVD","61.3","63","618493812","https://www.igi.org/reports/verify-your-report?r=618493812","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2958"
"2959","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VVS2","","9.81x6.48x4.22","795","CVD","65.1","59","618493783","https://www.igi.org/reports/verify-your-report?r=618493783","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2959"
"2960","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VS1","","9.98x6.55x4.06","795","CVD","62","58","618493784","https://www.igi.org/reports/verify-your-report?r=618493784","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2960"
"2961","PEAR  Cut Diamond","PEAR ","1.59","Blue","FANCY VIVID","VS1","","10.17x6.36x4.04","795","CVD","63.5","61","618493785","https://www.igi.org/reports/verify-your-report?r=618493785","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2961"
"2962","PEAR  Cut Diamond","PEAR ","1.62","Blue","FANCY VIVID","VS1","","10.23x6.5x4.13","810","CVD","63.5","58","584357930","https://www.igi.org/reports/verify-your-report?r=584357930","https://360diamondvideo.com/media/JO-18980/JO-18980.html","https://360diamondvideo.com/media/JO-18980/JO-18980.jpg","IGI","PEAR__Cut_Diamond_2962"
"2963","PEAR  Cut Diamond","PEAR ","1.64","Blue","FANCY VIVID","VVS2","","9.98x6.63x4.15","820","CVD","62.6","57","618493851","https://www.igi.org/reports/verify-your-report?r=618493851","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2963"
"2964","PEAR  Cut Diamond","PEAR ","1.65","Blue","FANCY VIVID","VS1","","10.28x6.59x4.16","825","CVD","63.1","61","618493724","https://www.igi.org/reports/verify-your-report?r=618493724","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2964"
"2965","PEAR  Cut Diamond","PEAR ","1.66","Blue","FANCY VIVID","VS1","","10.18x6.62x4.18","830","CVD","63.1","60","584357934","https://www.igi.org/reports/verify-your-report?r=584357934","https://360diamondvideo.com/media/JO-18976/JO-18976.html","https://360diamondvideo.com/media/JO-18976/JO-18976.jpg","IGI","PEAR__Cut_Diamond_2965"
"2966","PEAR  Cut Diamond","PEAR ","1.7","Blue","FANCY VIVID","VS1","EXCELLENT","10.45x6.76x4.11","850","CVD","60.8","62","586338282","https://www.igi.org/reports/verify-your-report?r=586338282","https://360diamondvideo.com/media/JO-19193/JO-19193.html","https://360diamondvideo.com/media/JO-19193/JO-19193.jpg","IGI","PEAR__Cut_Diamond_2966"
"2967","PEAR  Cut Diamond","PEAR ","1.72","Blue","FANCY VIVID","VVS2","","10.48x6.76x4.14","860","CVD","61.2","60","584357928","https://www.igi.org/reports/verify-your-report?r=584357928","https://360diamondvideo.com/media/JO-18972/JO-18972.html","https://360diamondvideo.com/media/JO-18972/JO-18972.jpg","IGI","PEAR__Cut_Diamond_2967"
"2968","PEAR  Cut Diamond","PEAR ","1.72","Blue","FANCY VIVID","VS1","","10.53x6.81x4.21","860","CVD","61.8","58","618493726","https://www.igi.org/reports/verify-your-report?r=618493726","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2968"
"2969","PEAR  Cut Diamond","PEAR ","1.74","Blue","FANCY VIVID","VS1","","10.43x6.75x4.27","870","CVD","63.3","58","584357933","https://www.igi.org/reports/verify-your-report?r=584357933","https://360diamondvideo.com/media/JO-18971/JO-18971.html","https://360diamondvideo.com/media/JO-18971/JO-18971.jpg","IGI","PEAR__Cut_Diamond_2969"
"2970","PEAR  Cut Diamond","PEAR ","1.75","Blue","FANCY VIVID","VS1","","10.57x6.74x4.17","875","CVD","61.9","59","618493727","https://www.igi.org/reports/verify-your-report?r=618493727","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2970"
"2971","PEAR  Cut Diamond","PEAR ","1.77","Blue","FANCY VIVID","VVS2","","10.44x6.69x4.26","885","CVD","63.7","59","618493791","https://www.igi.org/reports/verify-your-report?r=618493791","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2971"
"2972","PEAR  Cut Diamond","PEAR ","1.8","Blue","FANCY VIVID","VS1","","10.76x6.71x4.25","900","CVD","63.3","59","584357931","https://www.igi.org/reports/verify-your-report?r=584357931","https://360diamondvideo.com/media/JO-18970/JO-18970.html","https://360diamondvideo.com/media/JO-18970/JO-18970.jpg","IGI","PEAR__Cut_Diamond_2972"
"2973","PEAR  Cut Diamond","PEAR ","1.86","Blue","FANCY VIVID","VVS2","","10.63x6.96x4.3","930","CVD","61.8","56","618493723","https://www.igi.org/reports/verify-your-report?r=618493723","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2973"
"2974","PEAR  Cut Diamond","PEAR ","1.86","Blue","FANCY VIVID","VS2","","10.65x6.83x4.33","930","CVD","63.4","60","618493725","https://www.igi.org/reports/verify-your-report?r=618493725","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2974"
"2975","PEAR  Cut Diamond","PEAR ","1.95","Blue","FANCY VIVID","VVS2","","10.88x7.04x4.32","975","CVD","61.4","62","618493790","https://www.igi.org/reports/verify-your-report?r=618493790","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR__Cut_Diamond_2975"
"2976","PEAR Cut Diamond","PEAR","1.74","Blue","FANCY VIVID","VVS2","","9.24x6.27x4.06","870","CVD","64.8","61","617499131","https://www.igi.org/reports/verify-your-report?r=617499131","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PEAR_Cut_Diamond_2976"
"2977","PRINCESS Cut Diamond","PRINCESS","1.52","Blue","FANCY VIVID","VS1","EXCELLENT","6.33x6.31x4.35","760","CVD","68.9","69","584357956","https://www.igi.org/reports/verify-your-report?r=584357956","https://360diamondvideo.com/media/JO-19155/JO-19155.html","https://360diamondvideo.com/media/JO-19155/JO-19155.jpg","IGI","PRINCESS_Cut_Diamond_2977"
"2978","PRINCESS Cut Diamond","PRINCESS","1.53","Blue","FANCY VIVID","VS1","EXCELLENT","6.22x6.2x4.46","765","CVD","71.9","69","584357962","https://www.igi.org/reports/verify-your-report?r=584357962","https://360diamondvideo.com/media/JO-19154/JO-19154.html","https://360diamondvideo.com/media/JO-19154/JO-19154.jpg","IGI","PRINCESS_Cut_Diamond_2978"
"2979","PRINCESS Cut Diamond","PRINCESS","1.63","Blue","FANCY VIVID","VS1","EXCELLENT","6.42x6.38x4.59","815","CVD","71.9","70","584357953","https://www.igi.org/reports/verify-your-report?r=584357953","https://360diamondvideo.com/media/JO-19151/JO-19151.html","https://360diamondvideo.com/media/JO-19151/JO-19151.jpg","IGI","PRINCESS_Cut_Diamond_2979"
"2980","PRINCESS Cut Diamond","PRINCESS","1.64","Blue","FANCY VIVID","VS1","EXCELLENT","6.39x6.33x4.59","820","CVD","72.5","69","584357950","https://www.igi.org/reports/verify-your-report?r=584357950","https://360diamondvideo.com/media/JO-19150/JO-19150.html","https://360diamondvideo.com/media/JO-19150/JO-19150.jpg","IGI","PRINCESS_Cut_Diamond_2980"
"2981","PRINCESS Cut Diamond","PRINCESS","1.67","Blue","FANCY VIVID","VS1","EXCELLENT","6.47x6.43x4.51","835","CVD","70.1","69","584357957","https://www.igi.org/reports/verify-your-report?r=584357957","https://360diamondvideo.com/media/JO-19148/JO-19148.html","https://360diamondvideo.com/media/JO-19148/JO-19148.jpg","IGI","PRINCESS_Cut_Diamond_2981"
"2982","PRINCESS Cut Diamond","PRINCESS","1.76","Blue","FANCY VIVID","VS1","EXCELLENT","6.61x6.6x4.73","880","CVD","71.7","70","584357949","https://www.igi.org/reports/verify-your-report?r=584357949","https://360diamondvideo.com/media/JO-19145/JO-19145.html","https://360diamondvideo.com/media/JO-19145/JO-19145.jpg","IGI","PRINCESS_Cut_Diamond_2982"
"2983","PRINCESS Cut Diamond","PRINCESS","1.8","Blue","FANCY INTENSE","VS1","EXCELLENT","6.58x6.55x4.7","900","CVD","71.8","69","584357952","https://www.igi.org/reports/verify-your-report?r=584357952","https://360diamondvideo.com/media/JO-19144/JO-19144.html","https://360diamondvideo.com/media/JO-19144/JO-19144.jpg","IGI","PRINCESS_Cut_Diamond_2983"
"2984","PRINCESS Cut Diamond","PRINCESS","1.81","Blue","FANCY VIVID","VS1","EXCELLENT","6.64x6.57x4.71","905","CVD","71.7","68","586338280","https://www.igi.org/reports/verify-your-report?r=586338280","https://360diamondvideo.com/media/JO-19191/JO-19191.html","https://360diamondvideo.com/media/JO-19191/JO-19191.jpg","IGI","PRINCESS_Cut_Diamond_2984"
"2985","PRINCESS Cut Diamond","PRINCESS","1.88","Blue","FANCY VIVID","VS1","","6.77x6.76x4.86","940","CVD","71.9","69","618493776","https://www.igi.org/reports/verify-your-report?r=618493776","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","PRINCESS_Cut_Diamond_2985"
"2986","ROUND Cut Diamond","ROUND","1.63","Blue","FANCY VIVID","VS1","IDEAL","7.59x7.66x4.57","815","CVD","60","58.5","542227480","https://www.igi.org/reports/verify-your-report?r=542227480","https://dna.diamondvid.com//?id=JO-7395-1.63","https://dna.diamondvid.com//?id=JO-7395-1.63&type=image","IGI","ROUND_Cut_Diamond_2986"
"2987","ROUND  Cut Diamond","ROUND ","1.57","Blue","FANCY INTENSE","VS1","IDEAL","7.56x7.6x4.5","785","CVD","59.3","57.5","542227481","https://www.igi.org/reports/verify-your-report?r=542227481","https://d360.tech/view.html?d=315-AO-R-JO-7400","https://d360.tech/imaged/315-AO-R-JO-7400/still.jpg","IGI","ROUND__Cut_Diamond_2987"
"2988","CUSHION  Cut Diamond","CUSHION ","1.5","Blue","FANCY INTENSE","VS1","","6.77x6.66x4.29","750","CVD","64.4","60","618493936","https://www.igi.org/reports/verify-your-report?r=618493936","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2988"
"2989","CUSHION  Cut Diamond","CUSHION ","1.5","Blue","FANCY VIVID","VS1","","6.67x6.61x4.49","750","CVD","67.9","61","618493829","https://www.igi.org/reports/verify-your-report?r=618493829","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2989"
"2990","CUSHION  Cut Diamond","CUSHION ","1.51","Blue","FANCY INTENSE","VS2","","6.68x6.67x4.38","755","CVD","65.7","63","618493749","https://www.igi.org/reports/verify-your-report?r=618493749","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2990"
"2991","CUSHION  Cut Diamond","CUSHION ","1.51","Blue","FANCY VIVID","VS1","","6.68x6.54x4.36","755","CVD","66.7","65","618493926","https://www.igi.org/reports/verify-your-report?r=618493926","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2991"
"2992","CUSHION  Cut Diamond","CUSHION ","1.51","Blue","FANCY VIVID","VS1","","6.76x6.54x4.45","755","CVD","68","61","618493801","https://www.igi.org/reports/verify-your-report?r=618493801","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2992"
"2993","CUSHION  Cut Diamond","CUSHION ","1.51","Blue","FANCY INTENSE","VS1","","6.81x6.61x4.41","755","CVD","66.7","59","618493802","https://www.igi.org/reports/verify-your-report?r=618493802","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2993"
"2994","CUSHION  Cut Diamond","CUSHION ","1.52","Blue","FANCY INTENSE","VVS2","","6.65x6.63x4.46","760","CVD","67.3","61","618493750","https://www.igi.org/reports/verify-your-report?r=618493750","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2994"
"2995","CUSHION  Cut Diamond","CUSHION ","1.52","Blue","FANCY INTENSE","VS1","","6.69x6.67x4.45","760","CVD","66.7","64","618493917","https://www.igi.org/reports/verify-your-report?r=618493917","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2995"
"2996","CUSHION  Cut Diamond","CUSHION ","1.52","Blue","FANCY INTENSE","VVS2","","6.72x6.65x4.43","760","CVD","66.6","59","618493828","https://www.igi.org/reports/verify-your-report?r=618493828","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2996"
"2997","CUSHION  Cut Diamond","CUSHION ","1.53","Blue","FANCY INTENSE","VVS2","","6.81x6.47x4.44","765","CVD","68.6","62","618493751","https://www.igi.org/reports/verify-your-report?r=618493751","https://360diamondvideo.com/media/YES/YES.html","https://360diamondvideo.com/media/YES/YES.jpg","IGI","CUSHION__Cut_Diamond_2997"
